V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E1_A_FG_BL,E1_A_FG_BL_time_1,E1_A_FG_BL_time_2,E1_A_FG_BL_time_3,E1_A_FG_BL_time_4,E1_A_FG_BL_resp,E1_A_FG_BL_rt_1,E1_A_FG_BL_rt_2,E1_A_FG_BL_rt_3,E1_A_FG_BL_rt_4,E1_B_BG_BL,E1_B_BG_BL_time_1,E1_B_BG_BL_time_2,E1_B_BG_BL_time_3,E1_B_BG_BL_time_4,E1_B_BG_BL_resp,E1_B_BG_BL_rt_1,E1_B_BG_BL_rt_2,E1_B_BG_BL_rt_3,E1_B_BG_BL_rt_4,E1_C_FG_FL,E1_C_FG_FL_time_1,E1_C_FG_FL_time_2,E1_C_FG_FL_time_3,E1_C_FG_FL_time_4,E1_C_FG_FL_resp,E1_C_FG_FL_rt_1,E1_C_FG_FL_rt_2,E1_C_FG_FL_rt_3,E1_C_FG_FL_rt_4,E1_D_BG_FL,E1_D_BG_FL_time_1,E1_D_BG_FL_time_2,E1_D_BG_FL_time_3,E1_D_BG_FL_time_4,E1_D_BG_FL_resp,E1_D_BG_FL_rt_1,E1_D_BG_FL_rt_2,E1_D_BG_FL_rt_3,E1_D_BG_FL_rt_4,VideoCompletion,VideoNTimes,GestureNotice,OpenEnded,MathQuestion,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy
R_262OqkjywIazIFx,Default Response Set,Anonymous,,,75.182.58.106,0,23/03/2017 08:36,23/03/2017 08:37,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,he was using his hands to gesture ,13,37,female,right-handed,english,,E1_C_FG_FL,,,-1
R_1i9dutWjAmI3bTr,Default Response Set,Anonymous,,,173.31.242.168,0,23/03/2017 08:37,23/03/2017 08:38,0,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,,13,31,female,right-handed,English,,E1_B_BG_BL,,,-1
R_1n2tMoVAuYcfYUo,Default Response Set,Anonymous,,,66.69.128.152,0,23/03/2017 08:39,23/03/2017 08:39,0,1,1,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,,13,25,male,right-handed,english,,E1_A_FG_BL,,,-1
R_2uIB6EOtuOdctAV,Default Response Set,Anonymous,,,73.67.112.12,0,23/03/2017 08:42,23/03/2017 08:43,0,1,1,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Definitely yes,,13,24,female,left-handed,english,,E1_A_FG_BL,,,-1
R_3qE6DvzifbMDys5,Default Response Set,Anonymous,,,67.134.55.204,0,23/03/2017 09:01,23/03/2017 09:02,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,Yes,once,Definitely yes,,13,49,female,right-handed,English,,E1_C_FG_FL,,,-1
R_2WPfAdJIxehqsbm,Default Response Set,Anonymous,,,173.67.141.50,0,23/03/2017 10:13,23/03/2017 10:14,0,1,1,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Probably yes,no,13,23,female,right-handed,english,,E1_B_BG_BL,,,-1
R_2xW6AU80luV5TZ3,Default Response Set,Anonymous,,,50.83.75.194,0,23/03/2017 10:20,23/03/2017 10:21,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,thursday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,no,13,26,female,right-handed,english,,E1_C_FG_FL,,,-1
R_2CiWYSF3uu9bMnq,Default Response Set,Anonymous,,,47.33.201.241,0,24/03/2017 10:26,24/03/2017 10:28,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,They didn't say. Just that it would be moved forward 2 days.,1,2,3,4,Yes,1,Definitely yes,"When he said moved forward, he pulled his hand back to his chest.",13,27,female,right-handed,English,1,E1_D_BG_FL,43.04429626,-83.51920319,-1
R_1pE88W9LuGGd8QI,Default Response Set,Anonymous,,,199.107.68.203,0,24/03/2017 10:27,24/03/2017 10:29,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,once,Definitely yes,It was a bit confusing due to the hand gesture,13,39,male,right-handed,English,1,E1_D_BG_FL,39.7460022,-75.54660034,-1
R_30ppHtHlBxaDeYI,Default Response Set,Anonymous,,,136.61.83.179,0,24/03/2017 10:26,24/03/2017 10:30,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes," The gesture was odd enough that it got all my attention. It isn't a usual gesture for backwards. I got the impression that the meeting was initially scheduled on Wednesday, but I can't actually remember if he said that. The instructions said that the initial reaction was desired, so I did not re-watch the video.",13,29,male,right-handed,English,1,E1_B_BG_BL,39.10580444,-94.59329987,-1
R_XEUiaF3PSiRXUlz,Default Response Set,Anonymous,,,73.163.207.223,0,24/03/2017 10:35,24/03/2017 10:36,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,Yes,1,Definitely yes,No,13,38,female,right-handed,English,1,E1_D_BG_FL,39.27839661,-76.55699921,-1
R_1jBrjF9qPLG8sA8,Default Response Set,Anonymous,,,173.113.222.62,0,24/03/2017 10:36,24/03/2017 10:38,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,,13,43,female,right-handed,English,1,E1_A_FG_BL,39.96530151,-83.02349854,-1
R_O7lvewS79NtJ84N,Default Response Set,Anonymous,,,73.97.50.67,0,24/03/2017 10:36,24/03/2017 10:39,1,1,1,1,1,2,3,4,"I didn't understand, It's unclear what date it's been moved to, it was moved FROM Wednesday.",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Definitely yes,,13,42,male,right-handed,English,1,E1_A_FG_BL,47.63479614,-117.2585983,-1
R_1EioREn5OD1jOWd,Default Response Set,Anonymous,,,67.247.147.179,0,24/03/2017 10:41,24/03/2017 10:42,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,2,Definitely yes,,13,23,male,right-handed,English,1,E1_B_BG_BL,43.17900085,-77.55500031,-1
R_1oHog0uHoYwJWc8,Default Response Set,Anonymous,,,76.25.116.161,0,24/03/2017 10:41,24/03/2017 10:42,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,Yes,1,Probably yes,None,13,33,female,right-handed,English,1,E1_C_FG_FL,39.48950195,-104.767601,-1
R_3MKFt0JzYhNvV0c,Default Response Set,Anonymous,,,198.147.202.114,0,24/03/2017 10:40,24/03/2017 10:42,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,1,Definitely yes,They seem confident and organized.,13,32,male,right-handed,English,1,E1_D_BG_FL,39.5644989,-75.59700012,-1
R_UAxm7crebytZfQl,Default Response Set,Anonymous,,,71.251.200.33,0,24/03/2017 10:44,24/03/2017 10:45,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,1,Definitely yes,"Not really, although he asked an interesting question as far as how people will respond.",13,29,male,right-handed,English,1,E1_D_BG_FL,40.74580383,-74.03209686,-1
R_24vjzvB4Ef8b8JC,Default Response Set,Anonymous,,,147.188.129.99,0,17/03/2017 12:23,17/03/2017 12:23,0,1,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_A_FG_BL,,,-1
R_2cchbyhOVN7H8De,Default Response Set,Anonymous,,,86.31.249.104,0,17/03/2017 12:32,17/03/2017 12:33,0,1,1,,,,,,,,,,,1,1,2,3,4,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_B_BG_BL,,,-1
R_2E0m0zDXpvB5bRb,Default Response Set,Anonymous,,,24.61.163.0,0,24/03/2017 10:28,24/03/2017 10:29,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,none,13,33,male,right-handed,English,,E1_C_FG_FL,,,-1
R_10I4dUabaBFp5Dt,Default Response Set,Anonymous,,,108.29.177.240,0,24/03/2017 10:29,24/03/2017 10:31,0,1,1,1,1,2,3,4,Saturday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,"He seemed like a European chap, who used odd hand gestures as though he were holding a sheet of paper.",13,34,male,left-handed,"English, Spanish",,E1_A_FG_BL,,,-1
R_2QXOUIpL7NIBfwf,Default Response Set,Anonymous,,,162.138.210.3,0,24/03/2017 10:30,24/03/2017 10:32,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,no,13,62,male,right-handed,english,,E1_C_FG_FL,,,-1
R_1lafRdecvDDLwxi,Default Response Set,Anonymous,,,75.132.43.124,0,24/03/2017 10:36,24/03/2017 10:37,0,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,3,Definitely yes,Nah,13,24,male,right-handed,English,,E1_B_BG_BL,,,-1
R_XkdRYNBueX8yTwB,Default Response Set,Anonymous,,,70.176.55.47,0,24/03/2017 10:27,24/03/2017 10:28,0,1,1,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,His accent was funny,13,24,male,right-handed,English,,E1_B_BG_BL,,,-1
R_QfUxQH4XbJU8Kfn,Default Response Set,Anonymous,,,71.88.107.27,0,24/03/2017 10:37,24/03/2017 10:38,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,Yes,1,Definitely yes,He seemed like a nice guy/,13,31,male,right-handed,english,,E1_D_BG_FL,,,-1
R_2dyUD3NpyESsCf9,Default Response Set,Anonymous,,,72.174.173.118,0,24/03/2017 10:37,24/03/2017 10:39,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,friday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,He seems like he wants to be a mentalist.,13,36,male,right-handed,English,,E1_C_FG_FL,,,-1
R_p01eOKJO0S3PBZv,Default Response Set,Anonymous,,,73.177.37.106,0,24/03/2017 10:38,24/03/2017 10:39,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_A_FG_BL,,,-1
R_3MQoiAA5B21eIF5,Default Response Set,Anonymous,,,50.138.8.51,0,24/03/2017 10:36,24/03/2017 10:38,0,1,1,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_B_BG_BL,,,-1
R_2Ycax7SfsCTerYU,Default Response Set,Anonymous,,,74.72.128.92,0,24/03/2017 10:42,24/03/2017 10:44,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,forward 2 days means monday i hope.,13,37,male,right-handed,english,,E1_C_FG_FL,,,-1
R_3hubDD73kJyVIYG,Default Response Set,Anonymous,,,24.119.10.20,0,24/03/2017 10:46,24/03/2017 10:48,0,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,,13,36,male,right-handed,English,,E1_B_BG_BL,,,-1
R_2yjDV6eklhZN7Hv,Default Response Set,Anonymous,,,98.212.171.200,0,25/03/2017 05:01,25/03/2017 05:02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,He was a strange fella.,13,31,male,right-handed,English,1,E1_C_FG_FL,41.90499878,-87.8640976,-1
R_6fXAco4ZzMwGDIt,Default Response Set,Anonymous,,,67.187.231.252,0,25/03/2017 05:00,25/03/2017 05:05,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,twice,Definitely yes,Nope ,13,28,female,left-handed,English,1,E1_B_BG_BL,37.01339722,-119.9432983,-1
R_3EVXJASNkAV6Cjg,Default Response Set,Anonymous,,,173.28.249.80,0,25/03/2017 05:05,25/03/2017 05:07,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,Yes,3,Definitely yes,I was wondering why the person was speaking and moving his hands and arms so rigidly.,13,29,male,right-handed,English,1,E1_D_BG_FL,41.53250122,-90.6631012,-1
R_1ojwpJkiquCVg8i,Default Response Set,Anonymous,,,24.20.124.0,0,25/03/2017 05:05,25/03/2017 05:07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,,13,28,male,right-handed,English,1,E1_C_FG_FL,45.4980011,-122.7783966,-1
R_OqYplcT4TEGR5XX,Default Response Set,Anonymous,,,96.232.116.183,0,25/03/2017 05:00,25/03/2017 05:02,0,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,once,Definitely yes,"He moved his hand forward when mentioning backwards, made me remember it more.",13,46,male,right-handed,english,,E1_A_FG_BL,,,-1
R_2V3ie8wUuQLsemD,Default Response Set,Anonymous,,,50.149.12.46,0,25/03/2017 05:01,25/03/2017 05:02,0,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,No,13,30,female,left-handed,english,,E1_B_BG_BL,,,-1
R_SIdCZdFnDyB2RGh,Default Response Set,Anonymous,,,69.250.230.9,0,25/03/2017 05:03,25/03/2017 05:05,0,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,once,Definitely yes,No,13,43,male,right-handed,English,,E1_A_FG_BL,,,-1
R_1LprGFMAdBEvjrU,Default Response Set,Anonymous,,,172.73.12.66,0,25/03/2017 05:04,25/03/2017 05:06,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Wednesday,1,2,3,4,Yes,1,Definitely yes,none,13,40,female,right-handed,English ,,E1_D_BG_FL,,,-1
R_UlL6ynXnJTZMq2Z,Default Response Set,Anonymous,,,162.216.46.102,0,25/03/2017 05:08,25/03/2017 05:14,0,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,No.,13,66,male,right-handed,English,,E1_A_FG_BL,,,-1
R_1d18D9MI6PFi1vl,Default Response Set,Anonymous,,,67.1.119.229,0,25/03/2017 11:49,25/03/2017 11:50,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,Yes,1,Definitely yes,,13,27,male,right-handed,English,1,E1_D_BG_FL,32.26860046,-111.0021973,-1
R_2ZIUKz6AC70h4DF,Default Response Set,Anonymous,,,67.158.18.203,0,25/03/2017 11:49,25/03/2017 11:51,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Might or might not,No,13,27,male,right-handed,english,1,E1_B_BG_BL,44.12089539,-103.1977997,-1
R_1I47T2Q6moQMPHA,Default Response Set,Anonymous,,,73.17.87.221,0,25/03/2017 11:50,25/03/2017 11:52,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2 times because i could not hear it the first time,Probably yes,he said backwards but moved his hands forward,13,33,female,right-handed,english,1,E1_A_FG_BL,43.06869507,-70.9516983,-1
R_2E03Nry8hmvmr8i,Default Response Set,Anonymous,,,24.90.180.91,0,25/03/2017 11:51,25/03/2017 11:52,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,2,Definitely yes,,13,40,female,right-handed,English,1,E1_D_BG_FL,40.75059509,-73.82039642,-1
R_1CDyI9pjpr9xvRu,Default Response Set,Anonymous,,,108.247.115.21,0,25/03/2017 12:08,25/03/2017 12:12,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,2,Definitely yes,I noticed that the person gestured toward himself and I thought that meant the meeting was being moved closer.,13,49,male,right-handed,English,1,E1_B_BG_BL,33.73579407,-118.2922974,-1
R_2U0pqqbPKFM8fao,Default Response Set,Anonymous,,,71.126.175.21,0,25/03/2017 12:16,25/03/2017 12:18,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,1,Definitely yes,"I thought it was a bit weird they symbolized ""forward"" by bringing their hand to their chest",13,26,male,right-handed,English,1,E1_D_BG_FL,38.88650513,-77.09690094,-1
R_Zz8o7fc1J1TaV6V,Default Response Set,Anonymous,,,216.49.6.16,0,25/03/2017 12:16,25/03/2017 12:19,1,1,1,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,No thoughts or ideas,13,32,male,right-handed,English,1,E1_B_BG_BL,41.04150391,-76.65070343,-1
R_p4YTo9H3J7xrobL,Default Response Set,Anonymous,,,170.253.162.162,0,25/03/2017 12:18,25/03/2017 12:19,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Next Monday,1,2,3,4,Yes,1,Definitely yes,,13,23,male,right-handed,english,1,E1_D_BG_FL,34.3401947,-89.48329926,-1
R_vVlmUYcGf1W1NXb,Default Response Set,Anonymous,,,124.122.177.159,0,25/03/2017 12:16,25/03/2017 12:19,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,wednesday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,His gesture went along with moving forward,13,37,male,right-handed,English,1,E1_C_FG_FL,13.6499939,100.2666931,-1
R_2eaFQaawOWRre8B,Default Response Set,Anonymous,,,69.62.185.35,0,25/03/2017 12:17,25/03/2017 12:20,1,1,1,1,1,2,3,4,Thursday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,He was very articulate.,13,60,female,right-handed,English,1,E1_A_FG_BL,38.76249695,-121.1649017,-1
R_3eq8yyWvy6f47Ms,Default Response Set,Anonymous,,,86.31.249.104,0,18/03/2017 07:41,18/03/2017 12:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_A_FG_BL,,,-1
R_R1QmlOM5Db4jy9j,Default Response Set,Anonymous,,,68.53.127.112,0,25/03/2017 12:21,25/03/2017 12:24,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,Once,Definitely yes,He used a hand gesture I've never seen before while he was speaking.,13,40,male,right-handed,English,1,E1_B_BG_BL,37.03829956,-88.71569824,-1
R_2frlOXclDbB6H0f,Default Response Set,Anonymous,,,173.17.73.117,0,25/03/2017 11:57,25/03/2017 12:00,0,1,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_A_FG_BL,,,-1
R_2WClp5p9MsUnMST,Default Response Set,Anonymous,,,69.147.208.155,0,25/03/2017 12:15,25/03/2017 12:17,0,1,1,1,1,2,3,4,MONDAY,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,NO,13,39,female,right-handed,ENGLISH,,E1_A_FG_BL,,,-1
R_12DTkL5B3ENvc3d,Default Response Set,Anonymous,,,75.111.214.236,0,25/03/2017 12:14,25/03/2017 12:17,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,Yes,"I viewed it three times, because I had forgotten my headphones were plugged in.",Definitely yes,"He moved the hand towards the screen, forwards, so to speak.",13,28,male,left-handed,"English, Norwegian",,E1_C_FG_FL,,,-1
R_cAeR6R1E0Xulxgl,Default Response Set,Anonymous,,,74.250.171.100,0,25/03/2017 12:16,25/03/2017 12:18,0,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,Nope.,13,58,male,right-handed,English,,E1_B_BG_BL,,,-1
R_2Tv2HSIkf36SxhG,Default Response Set,Anonymous,,,170.253.162.162,0,25/03/2017 12:19,25/03/2017 12:20,0,1,1,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Definitely not,,25,1,other,ambidextrous,no,,E1_A_FG_BL,,,-1
R_1mxaYkrzn2rMrOY,Default Response Set,Anonymous,,,24.184.217.30,0,25/03/2017 12:34,25/03/2017 12:35,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,This Saturday,1,2,3,4,,,,,,,,,,,Yes,2,Definitely yes,Nothing in particular.,13,28,male,right-handed,English,,E1_C_FG_FL,,,-1
R_3iXoVHOsIT1UJNI,Default Response Set,Anonymous,,,73.191.60.53,0,25/03/2017 12:42,25/03/2017 12:43,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Tuesday,1,2,3,4,Yes,one,Definitely yes,no,13,52,female,right-handed,English,,E1_D_BG_FL,,,-1
R_01bRt0rwyGKF0Pv,Default Response Set,Anonymous,,,24.216.117.178,0,25/03/2017 11:49,25/03/2017 11:51,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,Yes,2,Definitely yes,no,13,35,male,right-handed,english,,E1_C_FG_FL,,,-1
R_3fPG302b46jesrE,Default Response Set,Anonymous,,,73.129.122.171,0,25/03/2017 12:05,25/03/2017 12:06,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,Yes,1,Probably not,No,13,32,female,right-handed,english,,E1_C_FG_FL,,,-1
R_2t37fM9f06zJRua,Default Response Set,Anonymous,,,75.128.186.27,0,25/03/2017 12:16,25/03/2017 12:17,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,E1_D_BG_FL,,,-1
R_1kS2cZtRNa9zFKA,Default Response Set,Anonymous,,,162.210.112.42,0,28/03/2017 03:14,28/03/2017 03:16,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,No,13,19,male,right-handed,English,1,E1_A_FG_BL,41.91009521,-76.28569794,-1
R_2s0aO81WtOg3vL5,Default Response Set,Anonymous,,,173.168.6.120,0,28/03/2017 03:15,28/03/2017 03:16,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,,13,39,male,right-handed,English,1,E1_C_FG_FL,27.93919373,-82.47229767,-1
R_1Ois7maAYNKos4F,Default Response Set,Anonymous,,,71.230.193.237,0,28/03/2017 03:15,28/03/2017 03:16,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,2,Definitely yes,I thought it was odd the way he was holding his hand.,13,32,male,right-handed,english,1,E1_B_BG_BL,40.0894928,-75.04589844,-1
R_1rBocjmzlGi69UY,Default Response Set,Anonymous,,,209.95.50.160,0,28/03/2017 03:15,28/03/2017 03:18,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,I thought the hand gestures were weird and not fitting with what he was saying.,13,34,male,right-handed,English,1,E1_A_FG_BL,40.73080444,-73.99749756,-1
R_1PTcdKB8AGGXMmT,Default Response Set,Anonymous,,,66.86.125.239,0,28/03/2017 03:16,28/03/2017 03:18,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,This is kinda depressing but I couldn't understand with the accent... ,1,2,3,4,Yes,2,Definitely yes,"No, I couldn't fully understand it but I know it moved forward.",13,26,male,right-handed,English,1,E1_D_BG_FL,36.11000061,-115.2117996,-1
R_2B5axGB79OcKYxd,Default Response Set,Anonymous,,,108.5.246.7,0,28/03/2017 03:17,28/03/2017 03:19,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,1,Definitely yes,"I think the motion best conveyed that forward means sooner.  It was a good hand motion to make, if that was his intent.",13,30,male,right-handed,English,1,E1_D_BG_FL,40.94670105,-73.99299622,-1
R_2cbZPjkOgVoGWzU,Default Response Set,Anonymous,,,68.119.71.212,0,28/03/2017 03:18,28/03/2017 03:23,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,"The statement and gesture were rather ambiguous. I decided to go with Monday. It felt more right, even though rationally I had no preference. ",13,48,male,right-handed,English,1,E1_A_FG_BL,33.22399902,-86.77300262,-1
R_3p9ojuPcUgEU6iY,Default Response Set,Anonymous,,,68.42.113.217,0,28/03/2017 03:24,28/03/2017 03:26,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,"Guess it could be interpreted either way and is interesting. Feel like my interpretation is how more people would take that statement, but might not be correct.",13,30,male,right-handed,English,1,E1_C_FG_FL,42.272995,-83.59940338,-1
R_yxcbuwAT68PWJtT,Default Response Set,Anonymous,,,108.185.59.226,0,28/03/2017 04:48,28/03/2017 04:50,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Once,Definitely yes,"He isn't native to the US, and uses odd hand gestures.",13,28,male,right-handed,English,1,E1_A_FG_BL,33.69219971,-117.2483978,-1
R_2QnbNgGp4E7XxdG,Default Response Set,Anonymous,,,67.246.89.139,0,28/03/2017 04:48,28/03/2017 04:59,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,Yes,1,Definitely yes,"The gesture was a bit odd, but I think I understood.",13,30,male,right-handed,English,1,E1_D_BG_FL,43.3480072,-76.34220123,-1
