V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E1_A_FG_BL,E1_A_FG_BL_time_1,E1_A_FG_BL_time_2,E1_A_FG_BL_time_3,E1_A_FG_BL_time_4,E1_A_FG_BL_resp,E1_A_FG_BL_rt_1,E1_A_FG_BL_rt_2,E1_A_FG_BL_rt_3,E1_A_FG_BL_rt_4,E1_B_BG_BL,E1_B_BG_BL_time_1,E1_B_BG_BL_time_2,E1_B_BG_BL_time_3,E1_B_BG_BL_time_4,E1_B_BG_BL_resp,E1_B_BG_BL_rt_1,E1_B_BG_BL_rt_2,E1_B_BG_BL_rt_3,E1_B_BG_BL_rt_4,E1_C_FG_FL,E1_C_FG_FL_time_1,E1_C_FG_FL_time_2,E1_C_FG_FL_time_3,E1_C_FG_FL_time_4,E1_C_FG_FL_resp,E1_C_FG_FL_rt_1,E1_C_FG_FL_rt_2,E1_C_FG_FL_rt_3,E1_C_FG_FL_rt_4,E1_D_BG_FL,E1_D_BG_FL_time_1,E1_D_BG_FL_time_2,E1_D_BG_FL_time_3,E1_D_BG_FL_time_4,E1_D_BG_FL_resp,E1_D_BG_FL_rt_1,E1_D_BG_FL_rt_2,E1_D_BG_FL_rt_3,E1_D_BG_FL_rt_4,VideoCompletion,VideoNTimes,GestureNotice,OpenEnded,MathQuestion,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy
R_3QPqkyzvffg2gKU,Default Response Set,Anonymous,,,73.52.84.130,0,28/03/2017 05:09,28/03/2017 05:11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,Yes,twice,Definitely yes,he said moving forward but was pulling back,13,33,male,right-handed,english,1,E1_D_BG_FL,41.38380432,-75.73829651,-1
R_3qDofqYmtpvuVSu,Default Response Set,Anonymous,,,73.0.20.244,0,28/03/2017 06:12,28/03/2017 06:13,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,Nope,13,25,female,right-handed,English,1,E1_A_FG_BL,26.11300659,-80.32559967,-1
R_2V3dD4U1mTIy6GH,Default Response Set,Anonymous,,,68.70.176.230,0,28/03/2017 06:14,28/03/2017 06:17,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,Yes,1,Probably yes,,13,40,male,right-handed,English,1,E1_C_FG_FL,41.6499939,-83.67410278,-1
R_3khUE9Lj6xo8rZL,Default Response Set,Anonymous,,,69.119.154.98,0,28/03/2017 06:19,28/03/2017 06:21,1,1,1,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,,13,37,male,right-handed,English,1,E1_B_BG_BL,40.4618988,-74.35610199,-1
R_2zilgUksTgKZLNm,Default Response Set,Anonymous,,,76.168.116.160,0,28/03/2017 03:15,28/03/2017 03:17,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday or Tuesday,1,2,3,4,,,,,,,,,,,Yes,Once,Probably yes,,13,25,male,right-handed,English,,E1_C_FG_FL,,,-1
R_effBn2CaoajQ0Fj,Default Response Set,Anonymous,,,67.249.240.37,0,28/03/2017 04:49,28/03/2017 04:49,0,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,No,13,33,male,right-handed,English,,E1_B_BG_BL,,,-1
R_3hrRDFcByD5HS8c,Default Response Set,Anonymous,,,174.104.13.169,0,28/03/2017 04:50,28/03/2017 04:52,0,1,1,,,,,,,,,,,1,1,2,3,4,Monday ,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,2,Definitely yes,Moved his arm and right hand forward,13,67,male,right-handed,english ,,E1_B_BG_BL,,,-1
R_1NDEaUAsuUvDRTY,Default Response Set,Anonymous,,,173.94.151.184,0,28/03/2017 04:49,28/03/2017 04:52,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Thursday,1,2,3,4,Yes,1,Definitely yes,"When he said forward, he moved his hand back towards his chest.",13,36,female,right-handed,English,,E1_D_BG_FL,,,-1
R_sFpE5qe2qJ8D6JH,Default Response Set,Anonymous,,,108.171.131.187,0,28/03/2017 04:52,28/03/2017 04:54,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Tuesday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,Mouth did not match the voice in parts. ,13,35,male,right-handed,English,,E1_C_FG_FL,,,-1
R_vIZQf8SSlBQDZjr,Default Response Set,Anonymous,,,99.29.6.106,0,28/03/2017 04:54,28/03/2017 04:55,0,1,1,,,,,,,,,,,1,1,2,3,4,?,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Probably yes,,13,33,male,left-handed,eng,,E1_B_BG_BL,,,-1
R_2wHvwD2KlcGfG5C,Default Response Set,Anonymous,,,204.194.141.29,0,28/03/2017 04:55,28/03/2017 04:56,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Tuesday,1,2,3,4,,,,,,,,,,,Yes,1,Probably yes,It felt like the person was performing. ,13,27,male,right-handed,English,,E1_C_FG_FL,,,-1
R_cUPFEeV79PvJWLv,Default Response Set,Anonymous,,,98.242.255.44,0,28/03/2017 04:55,28/03/2017 04:56,0,1,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_A_FG_BL,,,-1
R_2fBW8NsdPayDoWR,Default Response Set,Anonymous,,,50.240.77.203,0,28/03/2017 06:12,28/03/2017 06:14,0,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,It helped me that his hand moved back,13,25,male,right-handed,English,,E1_B_BG_BL,,,-1
R_24AblsAzPHLs8SQ,Default Response Set,Anonymous,,,50.232.33.18,0,28/03/2017 06:13,28/03/2017 06:15,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,next Friday,1,2,3,4,,,,,,,,,,,Yes,2,Definitely yes,no,13,43,female,left-handed,english,,E1_C_FG_FL,,,-1
R_2X5MmO0QiHvi6Sv,Default Response Set,Anonymous,,,108.198.193.127,0,28/03/2017 06:12,28/03/2017 06:16,0,1,1,1,1,2,3,4,tuesday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Definitely yes,He moved his hand forward when talking about moving meeting backwards. It was odd. I found his accent difficult to understand as well.,13,35,female,right-handed,English,,E1_A_FG_BL,,,-1
R_3Mhd5iLWVeYZ4RO,Default Response Set,Anonymous,,,24.62.138.44,0,28/03/2017 06:24,28/03/2017 06:26,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Wednesday ,1,2,3,4,,,,,,,,,,,Yes,2,Definitely yes,The person moved his hand and looked right at me.,13,50,male,left-handed,english,,E1_C_FG_FL,,,-1
R_1E5PxsiMGv4Z5Xi,Default Response Set,Anonymous,,,100.0.38.99,0,28/03/2017 06:27,28/03/2017 06:30,0,1,1,,,,,,,,,,,1,1,2,3,4,Sunday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,Twice because my sound was not playing properly. I could not hear him at all on the first time.  ,Definitely yes,no,13,52,female,right-handed,English,,E1_B_BG_BL,,,-1
R_6VDq3Z8dbt6pbkl,Default Response Set,Anonymous,,,108.28.248.103,0,28/03/2017 06:28,28/03/2017 06:31,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,1,Definitely yes,no,13,51,female,left-handed,English,,E1_D_BG_FL,,,-1
R_2PcbECmXUmIgAjt,Default Response Set,Anonymous,,,98.195.67.160,0,28/03/2017 06:21,28/03/2017 06:40,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,E1_D_BG_FL,,,-1
R_1q8nmMrByFrP3Mn,Default Response Set,Anonymous,,,24.219.192.102,0,28/03/2017 13:34,28/03/2017 13:35,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,next wednesday,1,2,3,4,,,,,,,,,,,No,0,Might or might not,no,13,21,male,right-handed,english,1,E1_C_FG_FL,37.26690674,-80.43250275,-1
R_0eqo13oxc5blQLT,Default Response Set,Anonymous,,,107.77.207.135,0,28/03/2017 13:40,28/03/2017 13:41,1,1,1,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,,13,31,female,right-handed,English,1,E1_A_FG_BL,41.84829712,-87.65170288,-1
R_25yHaiqOs3aEmdj,Default Response Set,Anonymous,,,68.98.72.178,0,28/03/2017 13:39,28/03/2017 13:42,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,the person was expressive with his hands and clear with his speech,13,59,female,right-handed,English,1,E1_B_BG_BL,33.42230225,-111.8226013,-1
R_SE3gbHR3Kc9N0UV,Default Response Set,Anonymous,,,76.110.70.67,0,28/03/2017 13:47,28/03/2017 13:50,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,His movements seemed unnatural so I was distracted by his movements,13,25,female,right-handed,ENGLISH,1,E1_C_FG_FL,27.24980164,-80.37969971,-1
R_3k7JCh4JdJfAmMW,Default Response Set,Anonymous,,,2.218.0.232,0,17/03/2017 12:23,21/03/2017 15:16,0,1,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_A_FG_BL,,,-1
R_27pqq5I3CzsStuS,Default Response Set,Anonymous,,,24.55.69.212,0,21/03/2017 15:30,21/03/2017 15:30,0,1,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_A_FG_BL,,,-1
R_2pM2tMUtCzgUrVo,Default Response Set,Anonymous,,,47.152.251.26,0,21/03/2017 15:30,21/03/2017 15:30,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,E1_D_BG_FL,,,-1
R_1hzNSnu0PNiasrz,Default Response Set,Anonymous,,,67.246.52.65,0,21/03/2017 15:31,21/03/2017 15:31,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,E1_C_FG_FL,,,-1
R_2TGbyeSXQeFqVZO,Default Response Set,Anonymous,,,172.90.51.65,0,21/03/2017 16:11,21/03/2017 16:12,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_B_BG_BL,,,-1
R_xbYX2Rl4KBOkjM5,Default Response Set,Anonymous,,,98.176.238.152,0,28/03/2017 13:34,28/03/2017 13:35,0,1,1,1,1,2,3,4,Wednesday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,No,13,26,male,right-handed,English,,E1_A_FG_BL,,,-1
R_6loTF3tKXqXqsXT,Default Response Set,Anonymous,,,23.240.77.0,0,28/03/2017 13:34,28/03/2017 13:35,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,2,Definitely yes,"Forward to me implies Friday, but the gestures made me think Monday.",13,24,male,right-handed,English,,E1_D_BG_FL,,,-1
R_ZknIyfj7YwFRKOl,Default Response Set,Anonymous,,,97.88.114.170,0,28/03/2017 13:43,28/03/2017 13:43,0,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Two,Definitely yes,,13,30,female,ambidextrous,English,,E1_A_FG_BL,,,-1
R_3fOGht2uxKQchsB,Default Response Set,Anonymous,,,192.210.197.136,0,28/03/2017 13:43,28/03/2017 13:45,0,1,1,,,,,,,,,,,1,1,2,3,4,I did not hear it clearly.,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,"Only 1, as I thought I only can watch it one according to the instruction.",Definitely yes,"The voice of the person is somehow too low, and my computer's speaker cannot play it clearly.",13,26,male,right-handed,English,,E1_B_BG_BL,,,-1
R_sp2258G28GydRkJ,Default Response Set,Anonymous,,,162.254.170.65,0,28/03/2017 13:52,28/03/2017 13:53,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,1,Definitely yes,,13,28,female,right-handed,English,,E1_D_BG_FL,,,-1
R_2cpILYhi1u5pcl1,Default Response Set,Anonymous,,,70.231.45.29,0,30/03/2017 02:56,30/03/2017 02:57,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,None of consequence.,13,24,male,right-handed,English,1,E1_B_BG_BL,29.40370178,-98.72460175,-1
R_begrCSZfIMTc9rj,Default Response Set,Anonymous,,,199.188.177.140,0,30/03/2017 02:57,30/03/2017 02:59,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,1,Definitely yes,It was kind of strange that they said forward and gestured backward.  ,13,34,male,right-handed,English,1,E1_D_BG_FL,44.48060608,-72.71769714,-1
R_4INSJ4VFMp7bkzf,Default Response Set,Anonymous,,,104.238.234.90,0,30/03/2017 02:56,30/03/2017 02:59,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,Yes,,Definitely yes,It looked like he was saying that to a child or someone hard of hearing. ,13,26,male,right-handed,english,1,E1_C_FG_FL,36.08770752,-115.1484985,-1
R_2dmPQCElZbwAJRG,Default Response Set,Anonymous,,,104.238.234.90,0,30/03/2017 02:56,30/03/2017 02:59,1,1,1,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Definitely yes,It looked like he was saying that to a child or someone hard of hearing. ,13,26,female,right-handed,english,1,E1_A_FG_BL,36.08770752,-115.1484985,-1
R_3kHSskcGrJT2mY0,Default Response Set,Anonymous,,,75.138.254.47,0,30/03/2017 03:01,30/03/2017 03:03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,next friday,1,2,3,4,,,,,,,,,,,Yes,1,Probably yes,no,13,41,male,right-handed,english,1,E1_C_FG_FL,35.71740723,-86.89260101,-1
R_1CE1uODo5vLQIBP,Default Response Set,Anonymous,,,70.188.34.87,0,30/03/2017 03:18,30/03/2017 03:22,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,It was kind of hard to understand him because of his accent. ,13,37,female,right-handed,English,1,E1_A_FG_BL,37.28340149,-79.81359863,-1
R_Ry87ISJ9PBzAlGx,Default Response Set,Anonymous,,,100.34.141.165,0,30/03/2017 04:32,30/03/2017 04:34,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Saturday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,It seemed unnatural and forced.,13,26,male,right-handed,English,1,E1_C_FG_FL,40.04910278,-75.22810364,-1
R_2flET2FIYRHdA7Y,Default Response Set,Anonymous,,,74.196.54.173,0,30/03/2017 04:33,30/03/2017 04:36,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,nothing now,13,54,male,right-handed,english,1,E1_B_BG_BL,35.58050537,-77.01270294,-1
R_r7pXGGe1o9cHgyd,Default Response Set,Anonymous,,,63.141.254.13,0,30/03/2017 04:36,30/03/2017 04:37,1,1,1,1,1,2,3,4,Friday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,,13,55,female,right-handed,English,1,E1_A_FG_BL,39.14720154,-94.57350159,-1
R_1CguHQT5VsWFugS,Default Response Set,Anonymous,,,73.169.61.16,0,30/03/2017 04:39,30/03/2017 04:41,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Thursday,1,2,3,4,Yes,3,Definitely yes,N/A,13,29,male,right-handed,English,1,E1_D_BG_FL,39.61669922,-104.6695023,-1
R_1hMV1hvNx8wxYv4,Default Response Set,Anonymous,,,96.32.109.175,0,30/03/2017 04:47,30/03/2017 04:48,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,,13,34,male,right-handed,English,1,E1_B_BG_BL,34.86010742,-82.24639893,-1
R_1oncUPDIGmLbpRN,Default Response Set,Anonymous,,,71.90.191.193,0,30/03/2017 04:46,30/03/2017 04:49,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Forward today. Hours earlier.,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,Moved his hands forward.,13,42,female,right-handed,English ,1,E1_C_FG_FL,30.53349304,-92.11630249,-1
R_1E4n3AVhUnDZomo,Default Response Set,Anonymous,,,24.107.137.18,0,30/03/2017 04:46,30/03/2017 04:49,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Thursday,1,2,3,4,Yes,1,Definitely yes,No.,13,39,male,right-handed,English,1,E1_D_BG_FL,38.58990479,-90.34690094,-1
R_2pYQ5fA48SlgMBm,Default Response Set,Anonymous,,,65.35.51.223,0,30/03/2017 04:55,30/03/2017 04:57,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,his accent was a bit hard to catch and the gesture was distracting. I wanted to watch it again to verify what day he said but I thought the instructions said only watch once.,13,41,female,right-handed,English,1,E1_C_FG_FL,28.93449402,-82.47229767,-1
R_2SBpoKwYMWk8qLg,Default Response Set,Anonymous,,,69.141.13.140,0,30/03/2017 04:56,30/03/2017 04:57,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,"His language was very forced, he seemed very rigid, and his hand gesture was both odd and backwards.",13,38,male,right-handed,English,1,E1_A_FG_BL,38.98339844,-74.90249634,-1
R_2wu8mrrpFc3f0QP,Default Response Set,Anonymous,,,97.95.98.91,0,30/03/2017 04:56,30/03/2017 04:58,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,once,Definitely yes,no,13,37,male,right-handed,English,1,E1_B_BG_BL,43.20880127,-85.26650238,-1
R_4HMJJxBmYU8EiEp,Default Response Set,Anonymous,,,24.3.147.179,0,30/03/2017 04:58,30/03/2017 05:01,1,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,No comments.,13,33,male,right-handed,English,1,E1_A_FG_BL,40.50480652,-79.91320038,-1
R_1QN7Y0R5rNT62DP,Default Response Set,Anonymous,,,184.13.79.176,0,30/03/2017 05:04,30/03/2017 05:05,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,1,Probably yes,The way they moved their hand did not make sense with what they said. ,13,25,male,right-handed,English,1,E1_D_BG_FL,38.29679871,-81.55470276,-1
R_UhfpaR8RXRN5sT7,Default Response Set,Anonymous,,,72.241.39.157,0,30/03/2017 05:17,30/03/2017 05:19,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Sunday,1,2,3,4,,,,,,,,,,,Yes,Twice,Probably yes,I dont really have any questions. The video was straight forward enough.,13,25,male,right-handed,English,1,E1_C_FG_FL,41.70350647,-83.60520172,-1
R_1BQm0UgBab506zo,Default Response Set,Anonymous,,,68.226.105.230,0,30/03/2017 05:30,30/03/2017 05:32,1,1,1,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,2,Definitely yes,No,13,23,male,right-handed,Vietnamese,1,E1_B_BG_BL,33.32330322,-111.8244019,-1
R_24dP0eETMMzvO6x,Default Response Set,Anonymous,,,72.160.104.11,0,30/03/2017 05:31,30/03/2017 05:33,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,No,13,30,male,right-handed,English,1,E1_C_FG_FL,44.52529907,-122.8177948,-1
R_3NOQwEHm7HnByod,Default Response Set,Anonymous,,,71.90.50.58,0,30/03/2017 02:56,30/03/2017 02:57,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Two days,1,2,3,4,Yes,1,Definitely yes,His accent made it difficult to understand if he said Two Days or Tuesday.,13,32,female,right-handed,English,,E1_D_BG_FL,,,-1
R_1Oy7u0R2OYWeAWE,Default Response Set,Anonymous,,,209.58.144.247,0,30/03/2017 02:57,30/03/2017 02:59,0,1,1,,,,,,,,,,,1,1,2,3,4,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,No,,Definitely yes,no,11,,,,,,E1_B_BG_BL,,,-1
R_9mD1UdMn7QhnILD,Default Response Set,Anonymous,,,204.195.5.31,0,30/03/2017 03:03,30/03/2017 03:05,0,1,1,1,1,2,3,4,friday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,no,13,42,male,right-handed,english,,E1_A_FG_BL,,,-1
R_3RpRTb57ULdAaZh,Default Response Set,Anonymous,,,24.225.114.170,0,30/03/2017 03:16,30/03/2017 03:18,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,Yes,1,Definitely yes,he moved his hand forward to gesture that the meeting was moved up,13,36,male,right-handed,english,,E1_C_FG_FL,,,-1
R_3kaX1DZx79pmQOp,Default Response Set,Anonymous,,,68.114.108.36,0,30/03/2017 04:29,30/03/2017 04:30,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,Yes,1,Definitely yes,no,13,39,female,right-handed,english,,E1_D_BG_FL,,,-1
R_1EcxGpkWnKgcomk,Default Response Set,Anonymous,,,173.216.96.224,0,30/03/2017 04:31,30/03/2017 04:31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_10T4emBZUK7pmPR,Default Response Set,Anonymous,,,70.114.131.174,0,30/03/2017 04:33,30/03/2017 04:35,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Monday,1,2,3,4,Yes,Once,Definitely yes,No questions...the person spoke clearly and was easily understood,13,39,male,right-handed,English,,E1_D_BG_FL,,,-1
R_3ElQn1TDjKQYOXQ,Default Response Set,Anonymous,,,75.190.87.48,0,30/03/2017 04:33,30/03/2017 04:35,0,1,1,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely not,I did not see the person in the video move.  All I heard was the voice,13,54,female,right-handed,English,,E1_A_FG_BL,,,-1
R_2wtzwd6IUwikwjx,Default Response Set,Anonymous,,,174.59.66.107,0,30/03/2017 04:28,30/03/2017 04:44,0,1,1,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_B_BG_BL,,,-1
R_DcMrjYZl0cjBiBb,Default Response Set,Anonymous,,,24.3.147.179,0,30/03/2017 04:59,30/03/2017 05:01,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_B_BG_BL,,,-1
R_2P6WxY6R41SRRHP,Default Response Set,Anonymous,,,68.184.56.224,0,30/03/2017 04:58,30/03/2017 05:03,0,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,Cool accent.,13,41,male,right-handed,English,,E1_A_FG_BL,,,-1
R_3CaQpVLglPziMtb,Default Response Set,Anonymous,,,98.196.101.239,0,30/03/2017 04:55,30/03/2017 05:02,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,Yes,Three,Definitely yes,The gesture made the answer to the question a bit confusing.,13,29,female,right-handed,English,,E1_D_BG_FL,,,-1
R_1BWaco0JYaBAQJF,Default Response Set,Anonymous,,,24.198.188.151,0,30/03/2017 05:00,30/03/2017 05:02,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,friday,1,2,3,4,,,,,,,,,,,Yes,1,Probably yes,he used his hands when explaining the new meeting day,13,51,male,right-handed,english,,E1_C_FG_FL,,,-1
R_1K74o2mQ60X4Nbb,Default Response Set,Anonymous,,,66.30.103.226,0,30/03/2017 05:30,30/03/2017 05:32,0,1,1,,,,,,,,,,,1,1,2,3,4,Yesterday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,He never said what day it was,13,44,female,right-handed,English,,E1_B_BG_BL,,,-1
R_1jvrdEGG1Jx70Zq,Default Response Set,Anonymous,,,71.172.143.159,0,30/03/2017 05:31,30/03/2017 05:32,0,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,Kind of weird.,13,43,female,right-handed,English,,E1_A_FG_BL,,,-1
R_3imvGFNaXac4PZ0,Default Response Set,Anonymous,,,108.73.39.114,0,30/03/2017 05:32,30/03/2017 05:34,0,1,1,1,1,2,3,4,Monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Definitely yes,"It is funny that he says ""backwards,"" but moves his hand in a forward gesture.",13,60,male,left-handed,English,,E1_A_FG_BL,,,-1
R_3oMzgnAAq546F1q,Default Response Set,Anonymous,,,76.26.83.165,0,30/03/2017 05:30,30/03/2017 05:34,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,Yes,One,Definitely yes,"Monday is the correct answer, but Friday was my immediate thought so I put that instead. ",13,47,female,right-handed,English,,E1_D_BG_FL,,,-1
R_Zf1KAgazJIx2IyB,Default Response Set,Anonymous,,,70.44.240.36,0,30/03/2017 05:33,30/03/2017 05:35,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,Friday,1,2,3,4,Yes,1,Definitely yes,He moved his hand in an odd movement from his chest with his hand level,13,49,male,right-handed,english,,E1_D_BG_FL,,,-1
R_8GFbxJwoEtTke7T,Default Response Set,Anonymous,,,73.182.224.118,0,30/03/2017 05:37,30/03/2017 05:38,0,1,1,,,,,,,,,,,1,1,2,3,4,monday,1,2,3,4,,,,,,,,,,,,,,,,,,,,,Yes,2,Definitely yes,,13,26,male,right-handed,english,,E1_B_BG_BL,,,-1
R_UEWQcW0WtBhLlnP,Default Response Set,Anonymous,,,108.4.61.194,0,30/03/2017 05:45,30/03/2017 05:45,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,E1_C_FG_FL,,,-1
R_1lAhiNEgUDLlk8r,Default Response Set,Anonymous,,,71.81.226.159,0,30/03/2017 05:51,30/03/2017 05:53,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,friday,1,2,3,4,,,,,,,,,,,Yes,2,Definitely yes,,13,41,female,right-handed,english,,E1_C_FG_FL,,,-1